Homogeneous,Core - Shell
0.00800427,0.015275917
0.002001068,0.015320973
0.000889364,0.015366272
0.000500268,0.015411787
0.000320172,0.015457491
0.000222343,0.015503358
0.000163354,0.015549362
0.000125069,0.015595477
9.88E-05,0.015641678
8.00E-05,0.015687941
6.62E-05,0.01573424
5.56E-05,0.015780553
4.74E-05,0.015826854
0.006302729,0.015873122
0.006305151,0.015919331
0.006307744,0.01596546
0.006310511,0.016011485
0.006313452,0.016057385
0.006316568,0.016103136
0.006319858,0.016148718
0.006323324,0.016194107
0.006326967,0.016239282
0.006330787,0.016284223
0.006334785,0.016328907
0.006338962,0.016373313
0.006343317,0.016417422
0.006347853,0.016461212
0.00635257,0.016504663
0.006357468,0.016547754
0.006362547,0.016590467
0.00636781,0.01663278
0.006373256,0.016674675
0.006378886,0.016716133
0.0063847,0.016757134
0.0063907,0.01679766
0.006396886,0.016837692
0.006403259,0.016877212
0.006409819,0.016916202
0.006416566,0.016954645
0.006423503,0.016992523
0.006430628,0.017029818
0.006437944,0.017066516
0.006445449,0.017102598
0.006453146,0.017138048
0.006461035,0.017172852
0.006469116,0.017206993
0.006477389,0.017240457
0.006485857,0.017273229
0.006494518,0.017305294
0.006503373,0.017336638
0.006512424,0.017367248
0.006521671,0.017397111
0.006531114,0.017426213
0.006540753,0.017454543
0.00655059,0.017482088
0.006560625,0.017508837
0.006570858,0.017534779
0.006581289,0.017559902
0.00659192,0.017584197
0.006602751,0.017607654
0.006613782,0.017630263
0.006625013,0.017652016
0.006636446,0.017672903
0.00664808,0.017692917
0.006659916,0.01771205
0.006671954,0.017730296
0.006684194,0.017747646
0.006696638,0.017764096
0.006709285,0.01777964
0.006722135,0.017794272
0.006735189,0.017807988
0.006748448,0.017820783
0.00676191,0.017832653
0.006775578,0.017843596
0.00678945,0.017853607
0.006803528,0.017862686
0.00681781,0.01787083
0.006832298,0.017878038
0.006846992,0.017884308
0.006861891,0.01788964
0.006876996,0.017894034
0.006892306,0.017897491
0.006907823,0.017900012
0.006923545,0.017901597
0.006939473,0.017902248
0.006955607,0.017901968
0.006971946,0.01790076
0.006988491,0.017898626
0.007005242,0.01789557
0.007022197,0.017891595
0.007039358,0.017886707
0.007056724,0.01788091
0.007074295,0.017874208
0.007092069,0.017866608
0.007110048,0.017858116
0.00712823,0.017848737
0.007146616,0.017838478
0.007165205,0.017827346
0.007183996,0.017815349
0.007202988,0.017802494
0.007222182,0.017788788
0.007241577,0.017774241
0.007261172,0.017758861
0.007280967,0.017742656
0.00730096,0.017725636
0.007321151,0.01770781
0.00734154,0.017689188
0.007362125,0.01766978
0.007382905,0.017649596
0.007403881,0.017628646
0.00742505,0.017606941
0.007446411,0.017584492
0.007467964,0.017561309
0.007489708,0.017537405
0.007511641,0.017512789
0.007533762,0.017487475
0.00755607,0.017461473
0.007578563,0.017434796
0.007601241,0.017407455
0.007624101,0.017379462
0.007647143,0.017350831
0.007670364,0.017321572
0.007693764,0.017291699
0.00771734,0.017261223
0.007741091,0.017230159
0.007765016,0.017198517
0.007789111,0.017166311
0.007813376,0.017133554
0.007837809,0.017100259
0.007862407,0.017066437
0.007887168,0.017032103
0.007912091,0.016997269
0.007937173,0.016961947
0.007962412,0.016926151
0.007987806,0.016889893
0.008013352,0.016853187
0.008039048,0.016816045
0.008064891,0.016778479
0.008090879,0.016740503
0.00811701,0.016702129
0.008143279,0.01666337
0.008169686,0.016624238
0.008196227,0.016584746
0.008222899,0.016544905
0.008249699,0.01650473
0.008276624,0.016464231
0.008303671,0.016423421
0.008330837,0.016382311
0.008358118,0.016340915
0.008385512,0.016299243
0.008413015,0.016257307
0.008440624,0.01621512
0.008468335,0.016172692
0.008496144,0.016130035
0.008524049,0.01608716
0.008552044,0.016044079
0.008580128,0.016000801
0.008608295,0.015957339
0.008636541,0.015913703
0.008664864,0.015869903
0.008693258,0.01582595
0.00872172,0.015781854
0.008750246,0.015737626
0.008778831,0.015693275
0.008807472,0.015648811
0.008836163,0.015604244
0.0088649,0.015559583
0.00889368,0.015514839
0.008922497,0.01547002
0.008951347,0.015425134
0.008980225,0.015380192
0.009009127,0.015335202
0.009038048,0.015290173
0.009066983,0.015245113
0.009095927,0.01520003
0.009124875,0.015154932
0.009153823,0.015109828
0.009182765,0.015064725
0.009211697,0.015019632
0.009240613,0.014974554
0.009269508,0.014929501
0.009298377,0.014884479
0.009327215,0.014839495
0.009356016,0.014794556
0.009384776,0.014749668
0.009413489,0.014704839
0.00944215,0.014660075
0.009470752,0.014615382
0.009499292,0.014570766
0.009527763,0.014526233
0.00955616,0.01448179
0.009584478,0.014437441
0.009612711,0.014393192
0.009640854,0.014349049
0.0096689,0.014305016
0.009696845,0.0142611
0.009724683,0.014217304
0.009752408,0.014173634
0.009780016,0.014130095
0.0098075,0.01408669
0.009834854,0.014043425
0.009862074,0.014000304
0.009889153,0.01395733
0.009916087,0.013914508
0.00994287,0.013871842
0.009969495,0.013829335
0.009995959,0.013786991
0.010022254,0.013744814
0.010048377,0.013702807
0.010074321,0.013660973
0.010100081,0.013619315
0.010125651,0.013577837
0.010151027,0.01353654
0.010176203,0.013495429
0.010201174,0.013454506
0.010225935,0.013413773
0.01025048,0.013373232
0.010274804,0.013332887
0.010298903,0.013292739
0.010322771,0.01325279
0.010346404,0.013213043
0.010369796,0.013173499
0.010392942,0.01313416
0.010415839,0.013095029
0.010438481,0.013056106
0.010460864,0.013017393
0.010482983,0.012978891
0.010504833,0.012940603
0.010526411,0.012902528
0.010547711,0.012864669
0.010568731,0.012827026
0.010589464,0.0127896
0.010609909,0.012752393
0.010630059,0.012715405
0.010649913,0.012678637
0.010669465,0.012642089
0.010688712,0.012605762
0.010707651,0.012569657
0.010726277,0.012533774
0.010744588,0.012498113
0.01076258,0.012462674
0.010780251,0.012427459
0.010797596,0.012392466
0.010814613,0.012357696
0.010831299,0.01232315
0.010847651,0.012288826
0.010863667,0.012254725
0.010879343,0.012220846
0.010894678,0.01218719
0.010909669,0.012153756
0.010924313,0.012120544
0.01093861,0.012087552
0.010952555,0.012054781
0.010966149,0.01202223
0.010979388,0.011989899
0.010992272,0.011957786
0.011004798,0.011925891
0.011016965,0.011894214
0.011028772,0.011862753
0.011040218,0.011831507
0.0110513,0.011800476
0.01106202,0.011769659
0.011072374,0.011739054
0.011082363,0.011708661
0.011091987,0.011678478
0.011101243,0.011648505
0.011110133,0.011618739
0.011118655,0.01158918
0.011126809,0.011559827
0.011134596,0.011530678
0.011142014,0.011501732
0.011149065,0.011472987
0.011155749,0.011444442
0.011162065,0.011416096
0.011168014,0.011387947
0.011173597,0.011359993
0.011178814,0.011332233
0.011183666,0.011304666
0.011188154,0.011277289
0.011192278,0.011250102
0.01119604,0.011223102
0.011199441,0.011196288
0.011202482,0.011169658
0.011205163,0.01114321
0.011207488,0.011116942
0.011209456,0.011090854
0.01121107,0.011064942
0.011212331,0.011039205
0.011213241,0.011013641
0.011213801,0.010988249
0.011214014,0.010963026
0.011213882,0.010937971
0.011213406,0.010913082
0.01121259,0.010888356
0.011211434,0.010863792
0.011209941,0.010839387
0.011208114,0.010815141
0.011205955,0.01079105
0.011203466,0.010767114
0.01120065,0.010743329
0.011197511,0.010719694
0.011194049,0.010696207
0.011190269,0.010672866
0.011186172,0.010649668
0.011181763,0.010626613
0.011177043,0.010603697
0.011172016,0.010580919
0.011166685,0.010558277
0.011161053,0.010535768
0.011155123,0.010513391
0.011148899,0.010491144
0.011142383,0.010469025
0.011135579,0.010447031
0.01112849,0.010425161
0.01112112,0.010403412
0.011113473,0.010381783
0.011105551,0.010360272
0.011097358,0.010338876
0.011088898,0.010317594
0.011080174,0.010296424
0.01107119,0.010275364
0.01106195,0.010254411
0.011052458,0.010233564
0.011042717,0.010212821
0.011032731,0.01019218
0.011022503,0.01017164
0.011012038,0.010151197
0.01100134,0.010130851
0.010990412,0.0101106
0.010979259,0.010090441
0.010967884,0.010070373
0.010956291,0.010050395
0.010944484,0.010030503
0.010932468,0.010010698
0.010920245,0.009990976
0.010907821,0.009971336
0.0108952,0.009951776
0.010882385,0.009932296
0.01086938,0.009912892
0.010856189,0.009893564
0.010842818,0.00987431
0.010829269,0.009855128
0.010815547,0.009836016
0.010801655,0.009816974
0.010787599,0.009797999
0.010773382,0.009779091
0.010759008,0.009760247
0.010744482,0.009741467
0.010729806,0.009722748
0.010714987,0.00970409
0.010700027,0.009685491
0.010684931,0.009666949
0.010669702,0.009648464
0.010654346,0.009630034
0.010638865,0.009611658
0.010623264,0.009593335
0.010607547,0.009575063
0.010591718,0.009556842
0.010575782,0.00953867
0.010559741,0.009520546
0.0105436,0.009502468
0.010527362,0.009484437
0.010511033,0.009466451
0.010494615,0.009448508
