100nm,200nm,400nm,800nm
0.005066558,0.003919023,0.002683438,0.001558332
0.005053686,0.003909745,0.002678629,0.00155662
0.005040839,0.003900526,0.002673836,0.00155491
0.005028018,0.003891364,0.002669061,0.001553203
0.005015223,0.003882259,0.002664303,0.001551498
0.005002453,0.003873211,0.002659562,0.001549795
0.00498971,0.003864219,0.002654838,0.001548095
0.004976992,0.003855283,0.002650132,0.001546397
0.0049643,0.003846404,0.002645443,0.001544701
0.004951633,0.00383758,0.002640772,0.001543008
0.004938994,0.003828811,0.002636119,0.001541317
0.00492638,0.003820097,0.002631483,0.001539629
0.004913792,0.003811437,0.002626865,0.001537943
0.004901232,0.003802832,0.002622264,0.001536259
0.004888698,0.00379428,0.002617681,0.001534578
0.00487619,0.003785782,0.002613117,0.001532899
0.00486371,0.003777336,0.00260857,0.001531222
0.004851258,0.003768943,0.002604041,0.001529548
0.004838832,0.003760601,0.002599529,0.001527876
0.004826435,0.003752312,0.002595036,0.001526206
0.004814066,0.003744073,0.002590561,0.001524539
0.004801725,0.003735885,0.002586104,0.001522874
0.004789412,0.003727748,0.002581664,0.001521212
0.004777128,0.00371966,0.002577243,0.001519552
0.004764874,0.003711621,0.002572839,0.001517894
0.004752649,0.003703631,0.002568454,0.001516239
0.004740453,0.00369569,0.002564086,0.001514586
0.004728288,0.003687796,0.002559737,0.001512935
0.004716153,0.003679949,0.002555405,0.001511287
0.004704049,0.003672149,0.002551091,0.001509641
0.004691975,0.003664395,0.002546796,0.001507998
0.004679933,0.003656688,0.002542517,0.001506357
0.004667923,0.003649025,0.002538257,0.001504719
0.004655945,0.003641407,0.002534015,0.001503083
0.004643999,0.003633833,0.00252979,0.001501449
0.004632086,0.003626302,0.002525583,0.001499818
0.004620206,0.003618815,0.002521394,0.00149819
0.00460836,0.00361137,0.002517222,0.001496564
0.004596547,0.003603967,0.002513067,0.00149494
0.004584769,0.003596605,0.002508931,0.001493319
0.004573025,0.003589284,0.002504811,0.0014917
0.004561316,0.003582003,0.002500709,0.001490084
0.004549642,0.003574763,0.002496624,0.001488471
0.004538004,0.003567561,0.002492557,0.00148686
0.004526402,0.003560397,0.002488506,0.001485251
0.004514836,0.003553272,0.002484473,0.001483646
0.004503307,0.003546184,0.002480456,0.001482042
0.004491815,0.003539133,0.002476457,0.001480442
0.004480361,0.003532118,0.002472474,0.001478844
0.004468945,0.003525139,0.002468508,0.001477248
0.004457566,0.003518195,0.002464558,0.001475656
0.004446226,0.003511286,0.002460625,0.001474065
0.004434925,0.00350441,0.002456708,0.001472478
0.004423664,0.003497568,0.002452808,0.001470893
0.004412441,0.003490759,0.002448923,0.001469311
0.004401259,0.003483982,0.002445055,0.001467732
0.004390117,0.003477237,0.002441203,0.001466155
0.004379016,0.003470523,0.002437366,0.001464581
0.004367955,0.00346384,0.002433546,0.00146301
0.004356936,0.003457187,0.002429741,0.001461441
0.004345958,0.003450563,0.002425951,0.001459876
0.004335022,0.003443968,0.002422176,0.001458313
0.004324128,0.003437402,0.002418417,0.001456753
0.004313277,0.003430863,0.002414673,0.001455195
0.004302468,0.003424352,0.002410944,0.001453641
0.004291702,0.003417868,0.00240723,0.001452089
0.004280979,0.003411409,0.00240353,0.00145054
0.0042703,0.003404977,0.002399845,0.001448994
0.004259665,0.00339857,0.002396174,0.001447451
0.004249074,0.003392187,0.002392518,0.001445911
0.004238527,0.003385829,0.002388876,0.001444374
0.004228025,0.003379495,0.002385247,0.001442839
0.004217567,0.003373183,0.002381633,0.001441308
0.004207154,0.003366895,0.002378032,0.001439779
0.004196787,0.003360628,0.002374445,0.001438253
0.004186464,0.003354384,0.002370871,0.001436731
0.004176188,0.00334816,0.00236731,0.001435211
0.004165957,0.003341958,0.002363763,0.001433694
0.004155772,0.003335775,0.002360228,0.00143218
0.004145633,0.003329613,0.002356706,0.00143067
0.00413554,0.00332347,0.002353197,0.001429162
0.004125494,0.003317346,0.002349701,0.001427657
0.004115494,0.003311241,0.002346216,0.001426155
0.004105541,0.003305153,0.002342744,0.001424656
0.004095635,0.003299084,0.002339284,0.001423161
0.004085775,0.003293032,0.002335836,0.001421668
0.004075963,0.003286996,0.002332399,0.001420178
0.004066197,0.003280978,0.002328974,0.001418692
0.004056479,0.003274975,0.00232556,0.001417208
0.004046808,0.003268988,0.002322158,0.001415728
0.004037184,0.003263017,0.002318767,0.001414251
0.004027608,0.00325706,0.002315386,0.001412776
0.004018079,0.003251119,0.002312017,0.001411305
0.004008597,0.003245191,0.002308658,0.001409837
0.003999163,0.003239278,0.00230531,0.001408372
0.003989776,0.003233378,0.002301972,0.00140691
0.003980437,0.003227492,0.002298644,0.001405452
0.003971145,0.003221619,0.002295326,0.001403996
0.0039619,0.003215759,0.002292018,0.001402544
0.003952703,0.003209911,0.00228872,0.001401094
0.003943553,0.003204075,0.002285431,0.001399648
0.003934451,0.003198252,0.002282152,0.001398205
0.003925396,0.00319244,0.002278882,0.001396765
0.003916388,0.003186639,0.002275621,0.001395328
0.003907427,0.00318085,0.002272369,0.001393895
0.003898513,0.003175071,0.002269126,0.001392464
0.003889646,0.003169304,0.002265892,0.001391037
0.003880826,0.003163546,0.002262666,0.001389613
0.003872053,0.0031578,0.002259449,0.001388192
0.003863326,0.003152063,0.00225624,0.001386774
0.003854646,0.003146336,0.00225304,0.001385359
0.003846012,0.003140619,0.002249847,0.001383947
0.003837425,0.003134912,0.002246662,0.001382539
0.003828883,0.003129214,0.002243485,0.001381133
0.003820387,0.003123525,0.002240316,0.001379731
0.003811937,0.003117845,0.002237154,0.001378332
0.003803533,0.003112175,0.002234,0.001376936
0.003795173,0.003106513,0.002230852,0.001375543
0.003786859,0.00310086,0.002227712,0.001374153
0.00377859,0.003095216,0.00222458,0.001372767
0.003770366,0.00308958,0.002221454,0.001371383
0.003762186,0.003083953,0.002218334,0.001370003
0.00375405,0.003078334,0.002215222,0.001368625
0.003745958,0.003072723,0.002212116,0.001367251
0.00373791,0.003067121,0.002209016,0.00136588
0.003729906,0.003061527,0.002205923,0.001364512
0.003721945,0.003055941,0.002202837,0.001363147
0.003714026,0.003050362,0.002199756,0.001361785
0.003706151,0.003044792,0.002196681,0.001360426
0.003698318,0.003039231,0.002193613,0.00135907
0.003690527,0.003033677,0.00219055,0.001357717
0.003682778,0.003028131,0.002187493,0.001356368
0.003675071,0.003022593,0.002184442,0.001355021
0.003667405,0.003017062,0.002181396,0.001353677
0.00365978,0.00301154,0.002178356,0.001352336
0.003652195,0.003006026,0.002175322,0.001350999
0.003644651,0.00300052,0.002172293,0.001349664
0.003637147,0.002995022,0.002169269,0.001348332
0.003629682,0.002989532,0.00216625,0.001347003
0.003622257,0.00298405,0.002163237,0.001345677
0.00361487,0.002978577,0.002160228,0.001344354
0.003607523,0.002973111,0.002157225,0.001343034
0.003600213,0.002967654,0.002154226,0.001341717
0.003592942,0.002962205,0.002151233,0.001340403
0.003585708,0.002956764,0.002148244,0.001339091
0.003578511,0.002951332,0.00214526,0.001337783
0.003571352,0.002945909,0.002142281,0.001336477
0.003564228,0.002940494,0.002139306,0.001335174
0.003557141,0.002935088,0.002136337,0.001333874
0.00355009,0.00292969,0.002133371,0.001332577
0.003543073,0.002924302,0.002130411,0.001331283
0.003536092,0.002918922,0.002127454,0.001329991
0.003529146,0.002913552,0.002124503,0.001328702
0.003522233,0.00290819,0.002121555,0.001327416
0.003515355,0.002902838,0.002118612,0.001326133
0.003508509,0.002897496,0.002115674,0.001324852
0.003501697,0.002892163,0.00211274,0.001323574
0.003494917,0.002886839,0.00210981,0.001322299
0.00348817,0.002881526,0.002106884,0.001321026
0.003481455,0.002876222,0.002103963,0.001319756
0.00347477,0.002870928,0.002101046,0.001318489
0.003468117,0.002865644,0.002098133,0.001317224
0.003461495,0.002860371,0.002095224,0.001315962
0.003454903,0.002855108,0.00209232,0.001314702
0.00344834,0.002849856,0.00208942,0.001313445
0.003441807,0.002844614,0.002086523,0.001312191
0.003435303,0.002839384,0.002083632,0.001310939
0.003428828,0.002834164,0.002080744,0.00130969
0.003422381,0.002828955,0.00207786,0.001308443
0.003415962,0.002823757,0.002074981,0.001307198
0.00340957,0.002818571,0.002072106,0.001305956
0.003403205,0.002813397,0.002069235,0.001304717
0.003396867,0.002808234,0.002066368,0.00130348
0.003390555,0.002803083,0.002063505,0.001302245
0.003384269,0.002797944,0.002060647,0.001301013
0.003378009,0.002792817,0.002057793,0.001299783
0.003371773,0.002787702,0.002054943,0.001298555
0.003365562,0.0027826,0.002052097,0.00129733
0.003359376,0.00277751,0.002049255,0.001296107
0.003353213,0.002772433,0.002046418,0.001294886
0.003347074,0.002767369,0.002043585,0.001293668
0.003340958,0.002762318,0.002040757,0.001292452
0.003334865,0.00275728,0.002037932,0.001291238
0.003328795,0.002752255,0.002035112,0.001290026
0.003322746,0.002747244,0.002032297,0.001288817
0.003316719,0.002742246,0.002029486,0.001287609
0.003310713,0.002737262,0.002026679,0.001286404
0.003304729,0.002732291,0.002023877,0.001285201
0.003298764,0.002727335,0.002021079,0.001284001
0.003292821,0.002722393,0.002018286,0.001282802
0.003286897,0.002717465,0.002015497,0.001281605
0.003280992,0.002712551,0.002012713,0.001280411
0.003275107,0.002707652,0.002009933,0.001279218
0.003269241,0.002702767,0.002007158,0.001278028
0.003263393,0.002697897,0.002004388,0.001276839
0.003257564,0.002693042,0.002001623,0.001275653
0.003251752,0.002688202,0.001998862,0.001274469
0.003245958,0.002683377,0.001996106,0.001273286
0.003240181,0.002678568,0.001993355,0.001272106
0.003234421,0.002673773,0.001990609,0.001270927
0.003228678,0.002668994,0.001987868,0.001269751
0.003222952,0.002664231,0.001985132,0.001268576
0.003217241,0.002659483,0.001982401,0.001267403
0.003211546,0.002654751,0.001979675,0.001266232
