100nm,200nm,400nm,800nm
0.004938646,0.005741098,0.004250038,0.002526898
0.004952537,0.005729912,0.004243465,0.002524298
0.004966035,0.005718715,0.004236891,0.002521704
0.004979143,0.005707509,0.004230315,0.002519114
0.004991863,0.005696299,0.004223738,0.00251653
0.005004198,0.005685087,0.004217161,0.002513951
0.00501615,0.005673877,0.004210582,0.002511377
0.005027722,0.005662671,0.004204004,0.002508808
0.005038916,0.005651472,0.004197425,0.002506244
0.005049736,0.005640283,0.004190848,0.002503685
0.005060184,0.005629108,0.004184272,0.002501131
0.005070264,0.005617948,0.004177697,0.002498582
0.005079978,0.005606806,0.004171124,0.002496038
0.005089331,0.005595685,0.004164553,0.002493498
0.005098325,0.005584588,0.004157985,0.002490963
0.005106964,0.005573516,0.00415142,0.002488433
0.005115251,0.005562472,0.004144859,0.002485907
0.00512319,0.005551458,0.004138302,0.002483386
0.005130784,0.005540477,0.004131749,0.00248087
0.005138037,0.00552953,0.0041252,0.002478358
0.005144954,0.00551862,0.004118657,0.00247585
0.005151537,0.005507748,0.00411212,0.002473347
0.00515779,0.005496917,0.004105588,0.002470848
0.005163718,0.005486128,0.004099063,0.002468353
0.005169324,0.005475382,0.004092544,0.002465863
0.005174613,0.005464682,0.004086033,0.002463377
0.005179588,0.00545403,0.004079529,0.002460895
0.005184254,0.005443426,0.004073033,0.002458418
0.005188614,0.005432873,0.004066546,0.002455944
0.005192674,0.005422371,0.004060067,0.002453475
0.005196436,0.005411922,0.004053597,0.002451009
0.005199905,0.005401527,0.004047137,0.002448548
0.005203085,0.005391188,0.004040687,0.002446091
0.005205981,0.005380905,0.004034247,0.002443637
0.005208597,0.00537068,0.004027818,0.002441188
0.005210937,0.005360514,0.0040214,0.002438742
0.005213005,0.005350408,0.004014993,0.002436301
0.005214806,0.005340362,0.004008598,0.002433863
0.005216345,0.005330378,0.004002215,0.002431429
0.005217624,0.005320456,0.003995844,0.002428999
0.005218649,0.005310597,0.003989486,0.002426572
0.005219424,0.005300802,0.003983142,0.00242415
0.005219953,0.005291071,0.003976811,0.002421731
0.00522024,0.005281405,0.003970493,0.002419315
0.005220291,0.005271805,0.00396419,0.002416904
0.005220108,0.00526227,0.003957901,0.002414496
0.005219697,0.005252802,0.003951627,0.002412091
0.005219062,0.005243401,0.003945368,0.00240969
0.005218207,0.005234066,0.003939125,0.002407293
0.005217136,0.005224799,0.003932897,0.002404899
0.005215853,0.005215599,0.003926685,0.002402509
0.005214363,0.005206466,0.003920489,0.002400123
0.00521267,0.005197402,0.00391431,0.00239774
0.005210778,0.005188405,0.003908148,0.00239536
0.005208692,0.005179476,0.003902002,0.002392984
0.005206414,0.005170614,0.003895874,0.002390611
0.005203951,0.005161821,0.003889764,0.002388242
0.005201305,0.005153094,0.003883671,0.002385876
0.00519848,0.005144436,0.003877597,0.002383514
0.005195482,0.005135844,0.00387154,0.002381155
0.005192313,0.00512732,0.003865502,0.002378799
0.005188978,0.005118862,0.003859483,0.002376447
0.005185481,0.005110471,0.003853483,0.002374098
0.005181825,0.005102146,0.003847501,0.002371753
0.005178015,0.005093886,0.003841539,0.002369411
0.005174054,0.005085692,0.003835597,0.002367072
0.005169947,0.005077562,0.003829674,0.002364736
0.005165697,0.005069497,0.003823771,0.002362404
0.005161307,0.005061495,0.003817888,0.002360076
0.005156782,0.005053557,0.003812025,0.00235775
0.005152126,0.005045681,0.003806182,0.002355428
0.005147341,0.005037867,0.00380036,0.002353109
0.005142432,0.005030115,0.003794558,0.002350794
0.005137402,0.005022423,0.003788777,0.002348482
0.005132254,0.005014791,0.003783017,0.002346173
0.005126993,0.005007218,0.003777277,0.002343868
0.005121622,0.004999704,0.003771559,0.002341565
0.005116143,0.004992247,0.003765861,0.002339267
0.005110561,0.004984848,0.003760185,0.002336971
0.005104879,0.004977504,0.00375453,0.002334679
0.0050991,0.004970216,0.003748896,0.00233239
0.005093227,0.004962982,0.003743283,0.002330104
0.005087264,0.004955801,0.003737692,0.002327822
0.005081214,0.004948673,0.003732123,0.002325543
0.00507508,0.004941597,0.003726574,0.002323268
0.005068865,0.004934572,0.003721048,0.002320996
0.005062572,0.004927596,0.003715543,0.002318727
0.005056204,0.004920669,0.003710059,0.002316461
0.005049765,0.00491379,0.003704597,0.002314199
0.005043256,0.004906957,0.003699156,0.00231194
0.005036682,0.004900171,0.003693737,0.002309685
0.005030044,0.004893429,0.00368834,0.002307432
0.005023346,0.004886732,0.003682964,0.002305184
0.005016591,0.004880077,0.003677609,0.002302938
0.00500978,0.004873463,0.003672276,0.002300696
0.005002917,0.004866891,0.003666964,0.002298458
0.004996005,0.004860358,0.003661674,0.002296223
0.004989046,0.004853864,0.003656405,0.002293991
0.004982043,0.004847408,0.003651157,0.002291763
0.004974997,0.004840987,0.003645931,0.002289538
0.004967913,0.004834603,0.003640725,0.002287316
0.004960791,0.004828253,0.00363554,0.002285098
0.004953635,0.004821936,0.003630377,0.002282884
0.004946446,0.004815652,0.003625234,0.002280673
0.004939227,0.004809398,0.003620112,0.002278465
0.004931981,0.004803175,0.003615011,0.002276261
0.004924709,0.004796981,0.00360993,0.00227406
0.004917414,0.004790816,0.003604869,0.002271863
0.004910098,0.004784677,0.003599829,0.00226967
0.004902763,0.004778564,0.003594809,0.00226748
0.00489541,0.004772477,0.003589809,0.002265293
0.004888043,0.004766413,0.003584829,0.00226311
0.004880663,0.004760372,0.003579869,0.002260931
0.004873271,0.004754353,0.003574929,0.002258755
0.00486587,0.004748356,0.003570008,0.002256583
0.004858461,0.004742378,0.003565106,0.002254414
0.004851047,0.004736419,0.003560223,0.002252249
0.004843629,0.004730478,0.00355536,0.002250088
0.004836209,0.004724554,0.003550515,0.00224793
0.004828788,0.004718646,0.003545689,0.002245776
0.004821369,0.004712754,0.003540881,0.002243625
0.004813952,0.004706876,0.003536092,0.002241479
0.004806539,0.004701011,0.003531321,0.002239335
0.004799132,0.004695159,0.003526568,0.002237196
0.004791733,0.004689318,0.003521833,0.00223506
0.004784342,0.004683488,0.003517115,0.002232928
0.004776961,0.004677668,0.003512415,0.0022308
0.004769592,0.004671857,0.003507732,0.002228675
0.004762235,0.004666054,0.003503066,0.002226554
0.004754892,0.004660258,0.003498417,0.002224437
0.004747565,0.00465447,0.003493784,0.002222323
0.004740254,0.004648687,0.003489168,0.002220214
0.004732961,0.004642909,0.003484569,0.002218108
0.004725686,0.004637136,0.003479985,0.002216006
0.004718432,0.004631366,0.003475417,0.002213907
0.004711198,0.004625599,0.003470865,0.002211813
0.004703986,0.004619835,0.003466328,0.002209722
0.004696797,0.004614073,0.003461807,0.002207635
0.004689632,0.004608311,0.0034573,0.002205552
0.004682491,0.00460255,0.003452808,0.002203473
0.004675377,0.004596788,0.003448331,0.002201397
0.004668288,0.004591026,0.003443869,0.002199325
0.004661227,0.004585263,0.00343942,0.002197258
0.004654194,0.004579497,0.003434985,0.002195194
0.00464719,0.004573729,0.003430565,0.002193133
0.004640215,0.004567959,0.003426157,0.002191077
0.00463327,0.004562184,0.003421763,0.002189025
0.004626356,0.004556406,0.003417383,0.002186976
0.004619473,0.004550624,0.003413015,0.002184932
0.004612623,0.004544837,0.003408659,0.002182891
0.004605804,0.004539044,0.003404317,0.002180854
0.004599019,0.004533246,0.003399986,0.002178821
0.004592267,0.004527442,0.003395668,0.002176792
0.004585549,0.004521632,0.003391362,0.002174767
0.004578865,0.004515815,0.003387067,0.002172746
0.004572215,0.004509991,0.003382784,0.002170728
0.004565601,0.00450416,0.003378512,0.002168715
0.004559022,0.004498322,0.003374251,0.002166705
0.004552478,0.004492475,0.003370002,0.002164699
0.00454597,0.004486621,0.003365762,0.002162698
0.004539499,0.004480758,0.003361534,0.0021607
0.004533063,0.004474887,0.003357315,0.002158706
0.004526664,0.004469007,0.003353107,0.002156716
0.004520302,0.004463119,0.003348909,0.00215473
0.004513976,0.004457221,0.003344721,0.002152747
0.004507687,0.004451315,0.003340542,0.002150769
0.004501435,0.004445399,0.003336372,0.002148794
0.004495219,0.004439473,0.003332212,0.002146824
0.004489041,0.004433539,0.003328061,0.002144857
0.004482899,0.004427594,0.003323919,0.002142895
0.004476795,0.004421641,0.003319785,0.002140936
0.004470727,0.004415677,0.00331566,0.002138981
0.004464696,0.004409705,0.003311544,0.00213703
0.004458701,0.004403722,0.003307435,0.002135082
0.004452743,0.00439773,0.003303335,0.002133139
0.004446821,0.004391728,0.003299243,0.0021312
0.004440935,0.004385717,0.003295158,0.002129264
0.004435085,0.004379696,0.003291081,0.002127332
0.004429271,0.004373666,0.003287012,0.002125404
0.004423493,0.004367627,0.00328295,0.00212348
0.00441775,0.004361578,0.003278895,0.00212156
0.004412042,0.00435552,0.003274847,0.002119644
0.004406368,0.004349454,0.003270806,0.002117731
0.004400729,0.004343378,0.003266772,0.002115822
0.004395124,0.004337293,0.003262745,0.002113917
0.004389553,0.0043312,0.003258724,0.002112016
0.004384015,0.004325099,0.003254709,0.002110119
0.00437851,0.004318989,0.003250701,0.002108225
0.004373037,0.004312871,0.0032467,0.002106335
0.004367597,0.004306745,0.003242704,0.002104449
0.004362189,0.004300612,0.003238714,0.002102567
0.004356812,0.004294471,0.003234731,0.002100688
0.004351466,0.004288323,0.003230753,0.002098813
0.004346151,0.004282168,0.003226781,0.002096942
0.004340865,0.004276006,0.003222814,0.002095075
0.004335609,0.004269838,0.003218853,0.002093211
0.004330382,0.004263663,0.003214898,0.002091351
0.004325184,0.004257483,0.003210948,0.002089494
0.004320013,0.004251297,0.003207003,0.002087642
0.00431487,0.004245105,0.003203063,0.002085792
0.004309754,0.004238909,0.003199129,0.002083947
0.004304665,0.004232707,0.0031952,0.002082105
0.004299601,0.004226501,0.003191276,0.002080267
0.004294563,0.004220291,0.003187357,0.002078432
0.00428955,0.004214077,0.003183442,0.002076601
0.00428456,0.00420786,0.003179533,0.002074773
0.004279595,0.004201639,0.003175629,0.002072949
0.004274652,0.004195416,0.003171729,0.002071128
0.004269732,0.00418919,0.003167834,0.002069311
0.004264834,0.004182961,0.003163944,0.002067498
0.004259957,0.004176731,0.003160058,0.002065688
0.0042551,0.004170499,0.003156177,0.002063881
0.004250264,0.004164267,0.003152301,0.002062078
0.004245448,0.004158033,0.003148429,0.002060278
0.00424065,0.004151799,0.003144562,0.002058482
0.004235871,0.004145565,0.003140699,0.002056689
0.004231109,0.004139331,0.003136841,0.002054899
0.004226364,0.004133098,0.003132988,0.002053113
0.004221636,0.004126865,0.003129139,0.00205133
0.004216924,0.004120634,0.003125294,0.00204955
0.004212228,0.004114405,0.003121454,0.002047774
0.004207545,0.004108178,0.003117618,0.002046001
0.004202877,0.004101954,0.003113787,0.002044231
0.004198223,0.004095732,0.00310996,0.002042465
0.004193581,0.004089514,0.003106138,0.002040702
0.004188952,0.004083299,0.003102321,0.002038942
0.004184335,0.004077088,0.003098507,0.002037185
0.004179728,0.004070882,0.003094699,0.002035431
0.004175133,0.00406468,0.003090895,0.002033681
0.004170547,0.004058483,0.003087095,0.002031934
0.00416597,0.004052292,0.0030833,0.002030189
0.004161403,0.004046106,0.00307951,0.002028448
0.004156844,0.004039927,0.003075724,0.00202671
0.004152293,0.004033755,0.003071943,0.002024975
0.004147748,0.004027589,0.003068166,0.002023244
0.004143211,0.00402143,0.003064394,0.002021515
0.00413868,0.004015279,0.003060627,0.002019789
0.004134154,0.004009136,0.003056865,0.002018066
0.004129633,0.004003002,0.003053107,0.002016346
0.004125117,0.003996876,0.003049354,0.002014629
0.004120605,0.003990759,0.003045606,0.002012916
0.004116097,0.003984651,0.003041863,0.002011205
0.004111592,0.003978554,0.003038125,0.002009497
0.004107089,0.003972466,0.003034392,0.002007791
0.004102588,0.003966388,0.003030664,0.002006089
0.00409809,0.003960322,0.003026941,0.00200439
0.004093592,0.003954266,0.003023223,0.002002693
0.004089095,0.003948221,0.00301951,0.002000999
0.004084599,0.003942189,0.003015802,0.001999308
0.004080102,0.003936168,0.0030121,0.00199762
0.004075605,0.003930159,0.003008403,0.001995935
0.004071107,0.003924163,0.003004711,0.001994252
0.004066608,0.00391818,0.003001025,0.001992572
0.004062108,0.00391221,0.002997344,0.001990895
0.004057605,0.003906253,0.002993669,0.00198922
0.0040531,0.00390031,0.002989999,0.001987548
0.004048592,0.003894381,0.002986335,0.001985879
0.004044081,0.003888467,0.002982677,0.001984213
0.004039567,0.003882566,0.002979024,0.001982549
0.004035049,0.003876681,0.002975377,0.001980887
0.004030526,0.00387081,0.002971736,0.001979229
0.004026,0.003864955,0.002968101,0.001977573
0.004021469,0.003859115,0.002964472,0.001975919
0.004016933,0.003853291,0.002960849,0.001974268
0.004012392,0.003847483,0.002957231,0.00197262
0.004007846,0.003841691,0.002953621,0.001970974
0.004003294,0.003835916,0.002950016,0.00196933
0.003998736,0.003830156,0.002946417,0.00196769
0.003994172,0.003824414,0.002942825,0.001966051
0.003989602,0.003818689,0.002939239,0.001964415
0.003985026,0.003812981,0.00293566,0.001962782
0.003980442,0.00380729,0.002932087,0.001961151
0.003975852,0.003801616,0.002928521,0.001959522
0.003971255,0.003795961,0.002924961,0.001957896
0.003966651,0.003790323,0.002921408,0.001956272
0.003962039,0.003784703,0.002917862,0.001954651
0.003957421,0.003779101,0.002914322,0.001953032
0.003952794,0.003773517,0.002910789,0.001951415
0.00394816,0.003767952,0.002907264,0.001949801
0.003943519,0.003762405,0.002903745,0.001948189
0.003938869,0.003756877,0.002900233,0.001946579
0.003934212,0.003751368,0.002896728,0.001944972
0.003929546,0.003745877,0.00289323,0.001943367
0.003924873,0.003740406,0.00288974,0.001941764
0.003920192,0.003734953,0.002886256,0.001940163
0.003915502,0.003729519,0.00288278,0.001938565
0.003910805,0.003724105,0.002879311,0.001936969
0.003906099,0.00371871,0.00287585,0.001935376
0.003901386,0.003713334,0.002872396,0.001933784
0.003896664,0.003707977,0.002868949,0.001932195
0.003891934,0.00370264,0.00286551,0.001930608
0.003887196,0.003697323,0.002862079,0.001929023
0.00388245,0.003692024,0.002858655,0.001927441
0.003877696,0.003686745,0.002855239,0.00192586
0.003872934,0.003681486,0.00285183,0.001924282
0.003868164,0.003676246,0.002848429,0.001922706
0.003863387,0.003671026,0.002845036,0.001921132
0.003858601,0.003665826,0.002841651,0.00191956
0.003853809,0.003660644,0.002838274,0.001917991
0.003849008,0.003655483,0.002834904,0.001916424
0.0038442,0.003650341,0.002831542,0.001914858
0.003839385,0.003645218,0.002828189,0.001913295
0.003834562,0.003640115,0.002824843,0.001911734
0.003829733,0.003635031,0.002821505,0.001910175
0.003824896,0.003629966,0.002818176,0.001908619
0.003820053,0.003624921,0.002814854,0.001907064
0.003815203,0.003619895,0.002811541,0.001905512
0.003810347,0.003614888,0.002808235,0.001903961
0.003805484,0.0036099,0.002804938,0.001902413
0.003800615,0.003604932,0.002801649,0.001900867
0.00379574,0.003599982,0.002798368,0.001899322
0.003790859,0.003595051,0.002795096,0.00189778
0.003785972,0.003590139,0.002791831,0.00189624
0.00378108,0.003585246,0.002788575,0.001894702
0.003776182,0.003580371,0.002785327,0.001893167
0.00377128,0.003575515,0.002782088,0.001891633
0.003766373,0.003570677,0.002778857,0.001890101
0.003761461,0.003565857,0.002775634,0.001888571
0.003756544,0.003561056,0.002772419,0.001887044
0.003751623,0.003556273,0.002769213,0.001885518
0.003746698,0.003551507,0.002766015,0.001883995
0.00374177,0.003546759,0.002762825,0.001882473
0.003736838,0.003542029,0.002759644,0.001880954
0.003731902,0.003537317,0.002756471,0.001879437
0.003726964,0.003532622,0.002753306,0.001877921
0.003722022,0.003527944,0.00275015,0.001876408
0.003717078,0.003523283,0.002747002,0.001874897
0.003712132,0.003518639,0.002743862,0.001873388
0.003707183,0.003514012,0.002740731,0.00187188
0.003702233,0.003509401,0.002737608,0.001870375
0.003697281,0.003504807,0.002734494,0.001868872
0.003692327,0.003500229,0.002731388,0.001867371
0.003687373,0.003495667,0.00272829,0.001865872
0.003682417,0.003491122,0.0027252,0.001864375
0.003677461,0.003486592,0.002722119,0.00186288
0.003672505,0.003482077,0.002719046,0.001861387
0.003667548,0.003477578,0.002715981,0.001859896
0.003662592,0.003473094,0.002712924,0.001858408
0.003657636,0.003468626,0.002709876,0.001856921
0.003652681,0.003464172,0.002706835,0.001855436
0.003647727,0.003459732,0.002703803,0.001853953
0.003642775,0.003455308,0.00270078,0.001852472
0.003637823,0.003450897,0.002697764,0.001850994
0.003632874,0.003446501,0.002694756,0.001849517
0.003627927,0.003442119,0.002691757,0.001848043
0.003622982,0.00343775,0.002688765,0.00184657
0.003618039,0.003433395,0.002685782,0.001845099
0.0036131,0.003429054,0.002682806,0.001843631
0.003608163,0.003424725,0.002679838,0.001842165
0.00360323,0.00342041,0.002676879,0.0018407
0.003598301,0.003416107,0.002673927,0.001839238
0.003593375,0.003411817,0.002670983,0.001837777
0.003588454,0.00340754,0.002668047,0.001836319
0.003583537,0.003403274,0.002665119,0.001834863
0.003578625,0.003399021,0.002662198,0.001833409
0.003573718,0.003394779,0.002659285,0.001831957
0.003568816,0.003390549,0.00265638,0.001830507
0.003563919,0.003386331,0.002653482,0.001829059
0.003559028,0.003382124,0.002650592,0.001827613
0.003554143,0.003377928,0.00264771,0.001826169
0.003549264,0.003373742,0.002644835,0.001824727
0.003544392,0.003369568,0.002641967,0.001823287
0.003539527,0.003365404,0.002639107,0.001821849
0.003534668,0.00336125,0.002636255,0.001820414
0.003529816,0.003357107,0.002633409,0.00181898
0.003524972,0.003352973,0.002630571,0.001817549
0.003520136,0.003348849,0.00262774,0.001816119
0.003515307,0.003344735,0.002624916,0.001814692
0.003510486,0.00334063,0.0026221,0.001813267
0.003505674,0.003336535,0.00261929,0.001811843
0.00350087,0.003332448,0.002616487,0.001810422
0.003496075,0.003328371,0.002613692,0.001809003
0.003491289,0.003324302,0.002610903,0.001807586
0.003486511,0.003320241,0.002608121,0.001806171
0.003481744,0.00331619,0.002605346,0.001804759
0.003476985,0.003312146,0.002602578,0.001803348
0.003472237,0.00330811,0.002599817,0.001801939
0.003467498,0.003304083,0.002597062,0.001800533
0.003462769,0.003300063,0.002594313,0.001799128
0.003458051,0.003296051,0.002591572,0.001797726
0.003453343,0.003292046,0.002588837,0.001796326
0.003448645,0.003288049,0.002586108,0.001794928
0.003443959,0.003284058,0.002583385,0.001793532
0.003439283,0.003280075,0.002580669,0.001792138
0.003434619,0.003276099,0.002577959,0.001790746
0.003429965,0.003272129,0.002575256,0.001789356
0.003425323,0.003268166,0.002572558,0.001787968
0.003420693,0.00326421,0.002569867,0.001786583
0.003416074,0.00326026,0.002567182,0.0017852
0.003411467,0.003256316,0.002564503,0.001783818
0.003406873,0.003252379,0.002561829,0.001782439
0.00340229,0.003248447,0.002559162,0.001781062
0.003397719,0.003244521,0.0025565,0.001779687
0.003393161,0.003240601,0.002553845,0.001778314
0.003388615,0.003236687,0.002551195,0.001776943
0.003384081,0.003232778,0.00254855,0.001775574
0.003379561,0.003228875,0.002545911,0.001774208
0.003375052,0.003224977,0.002543278,0.001772843
0.003370557,0.003221085,0.002540651,0.001771481
0.003366075,0.003217197,0.002538028,0.001770121
0.003361606,0.003213315,0.002535412,0.001768763
0.003357149,0.003209438,0.0025328,0.001767407
0.003352706,0.003205565,0.002530194,0.001766053
0.003348276,0.003201698,0.002527593,0.001764701
0.003343859,0.003197835,0.002524997,0.001763351
0.003339456,0.003193977,0.002522407,0.001762003
0.003335066,0.003190124,0.002519821,0.001760658
0.003330689,0.003186275,0.002517241,0.001759315
0.003326326,0.003182431,0.002514665,0.001757973
0.003321977,0.003178591,0.002512095,0.001756634
0.00331764,0.003174756,0.002509529,0.001755297
0.003313318,0.003170925,0.002506968,0.001753962
0.003309009,0.003167098,0.002504412,0.001752629
0.003304713,0.003163275,0.002501861,0.001751298
0.003300432,0.003159457,0.002499315,0.001749969
0.003296164,0.003155643,0.002496773,0.001748643
0.003291909,0.003151833,0.002494236,0.001747318
0.003287668,0.003148027,0.002491703,0.001745996
0.003283441,0.003144225,0.002489175,0.001744675
0.003279227,0.003140427,0.002486651,0.001743357
0.003275027,0.003136634,0.002484132,0.001742041
0.003270841,0.003132844,0.002481617,0.001740727
0.003266668,0.003129058,0.002479107,0.001739414
0.003262508,0.003125276,0.002476601,0.001738104
0.003258363,0.003121498,0.002474099,0.001736797
0.00325423,0.003117724,0.002471602,0.001735491
0.003250111,0.003113954,0.002469108,0.001734187
0.003246006,0.003110188,0.002466619,0.001732885
0.003241913,0.003106426,0.002464134,0.001731585
0.003237834,0.003102668,0.002461653,0.001730288
0.003233769,0.003098913,0.002459176,0.001728992
0.003229716,0.003095163,0.002456703,0.001727698
0.003225677,0.003091416,0.002454234,0.001726407
0.00322165,0.003087674,0.002451769,0.001725117
0.003217637,0.003083935,0.002449308,0.00172383
0.003213637,0.003080201,0.002446851,0.001722544
0.003209649,0.00307647,0.002444398,0.001721261
0.003205674,0.003072744,0.002441949,0.00171998
